IB Offset,Index,Index + Base,Index: 0 Type: GL_FLOAT Size: 3 : Component 0,Index: 0 Type: GL_FLOAT Size: 3 : Component 1,Index: 0 Type: GL_FLOAT Size: 3 : Component 2,Index: 1 Type: GL_FLOAT Size: 2 : Component 0,Index: 1 Type: GL_FLOAT Size: 2 : Component 1
496,243,243,0.703,0.587,1.604,0.397,0.400
497,2669,2669,0.587,0.605,1.558,0.411,0.390
498,2683,2683,0.588,0.814,2.268,0.443,0.486
499,2684,2684,0.578,0.792,2.023,0.435,0.453
500,2685,2685,0.468,0.804,1.979,0.448,0.444
501,2683,2683,0.588,0.814,2.268,0.443,0.486
502,245,245,0.691,0.777,2.071,0.423,0.464
503,2684,2684,0.578,0.792,2.023,0.435,0.453
504,2683,2683,0.588,0.814,2.268,0.443,0.486
505,2685,2685,0.468,0.804,1.979,0.448,0.444
506,2686,2686,0.474,0.833,2.225,0.457,0.476
507,2683,2683,0.588,0.814,2.268,0.443,0.486
508,2686,2686,0.474,0.833,2.225,0.457,0.476
509,2687,2687,0.487,0.816,2.468,0.463,0.508
510,2683,2683,0.588,0.814,2.268,0.443,0.486
511,2687,2687,0.487,0.816,2.468,0.463,0.508
512,2688,2688,0.606,0.786,2.509,0.449,0.518
513,2683,2683,0.588,0.814,2.268,0.443,0.486
514,2688,2688,0.606,0.786,2.509,0.449,0.518
515,2,2,0.723,0.760,2.550,0.435,0.527
516,2683,2683,0.588,0.814,2.268,0.443,0.486
517,2,2,0.723,0.760,2.550,0.435,0.527
518,331,331,0.702,0.795,2.315,0.430,0.495
519,2683,2683,0.588,0.814,2.268,0.443,0.486
520,331,331,0.702,0.795,2.315,0.430,0.495
521,245,245,0.691,0.777,2.071,0.423,0.464
522,2706,2706,0.629,0.718,2.735,0.452,0.549
523,2688,2688,0.606,0.786,2.509,0.449,0.518
524,2687,2687,0.487,0.816,2.468,0.463,0.508
525,2706,2706,0.629,0.718,2.735,0.452,0.549
526,2687,2687,0.487,0.816,2.468,0.463,0.508
527,2707,2707,0.505,0.755,2.701,0.467,0.541
528,2706,2706,0.629,0.718,2.735,0.452,0.549
529,2,2,0.723,0.760,2.550,0.435,0.527
530,2688,2688,0.606,0.786,2.509,0.449,0.518
531,330,330,0.813,0.777,2.358,0.418,0.504
532,331,331,0.702,0.795,2.315,0.430,0.495
533,2,2,0.723,0.760,2.550,0.435,0.527
534,2706,2706,0.629,0.718,2.735,0.452,0.549
535,3,3,0.749,0.685,2.769,0.437,0.558
536,2,2,0.723,0.760,2.550,0.435,0.527
537,330,330,0.813,0.777,2.358,0.418,0.504
538,245,245,0.691,0.777,2.071,0.423,0.464
539,331,331,0.702,0.795,2.315,0.430,0.495
540,330,330,0.813,0.777,2.358,0.418,0.504
541,246,246,0.805,0.757,2.123,0.410,0.474
542,245,245,0.691,0.777,2.071,0.423,0.464
543,330,330,0.813,0.777,2.358,0.418,0.504
544,326,326,0.939,0.749,2.404,0.403,0.514
545,206,206,0.936,0.728,2.182,0.395,0.486
546,330,330,0.813,0.777,2.358,0.418,0.504
547,206,206,0.936,0.728,2.182,0.395,0.486
548,246,246,0.805,0.757,2.123,0.410,0.474
549,241,241,0.810,0.672,1.884,0.397,0.442
550,244,244,0.694,0.694,1.830,0.410,0.431
551,245,245,0.691,0.777,2.071,0.423,0.464
552,241,241,0.810,0.672,1.884,0.397,0.442
553,245,245,0.691,0.777,2.071,0.423,0.464
554,246,246,0.805,0.757,2.123,0.410,0.474
555,241,241,0.810,0.672,1.884,0.397,0.442
556,246,246,0.805,0.757,2.123,0.410,0.474
557,206,206,0.936,0.728,2.182,0.395,0.486
558,241,241,0.810,0.672,1.884,0.397,0.442
559,242,242,0.820,0.567,1.657,0.383,0.412
560,243,243,0.703,0.587,1.604,0.397,0.400
561,241,241,0.810,0.672,1.884,0.397,0.442
562,243,243,0.703,0.587,1.604,0.397,0.400
563,244,244,0.694,0.694,1.830,0.410,0.431
564,241,241,0.810,0.672,1.884,0.397,0.442
565,206,206,0.936,0.728,2.182,0.395,0.486
566,205,205,0.943,0.645,1.954,0.382,0.456
567,241,241,0.810,0.672,1.884,0.397,0.442
568,205,205,0.943,0.645,1.954,0.382,0.456
569,204,204,0.952,0.546,1.734,0.369,0.427
570,241,241,0.810,0.672,1.884,0.397,0.442
571,204,204,0.952,0.546,1.734,0.369,0.427
572,242,242,0.820,0.567,1.657,0.383,0.412
573,202,202,1.105,0.614,2.049,0.365,0.475
574,204,204,0.952,0.546,1.734,0.369,0.427
575,205,205,0.943,0.645,1.954,0.382,0.456
576,202,202,1.105,0.614,2.049,0.365,0.475
577,205,205,0.943,0.645,1.954,0.382,0.456
578,206,206,0.936,0.728,2.182,0.395,0.486
579,202,202,1.105,0.614,2.049,0.365,0.475
580,203,203,1.110,0.530,1.850,0.353,0.448
581,204,204,0.952,0.546,1.734,0.369,0.427
582,202,202,1.105,0.614,2.049,0.365,0.475
583,206,206,0.936,0.728,2.182,0.395,0.486
584,207,207,1.100,0.683,2.250,0.376,0.500
585,202,202,1.105,0.614,2.049,0.365,0.475
586,207,207,1.100,0.683,2.250,0.376,0.500
587,208,208,1.265,0.603,2.334,0.355,0.518
588,202,202,1.105,0.614,2.049,0.365,0.475
589,208,208,1.265,0.603,2.334,0.355,0.518
590,209,209,1.268,0.553,2.165,0.346,0.496
591,202,202,1.105,0.614,2.049,0.365,0.475
592,209,209,1.268,0.553,2.165,0.346,0.496
593,210,210,1.268,0.492,1.993,0.336,0.474
594,202,202,1.105,0.614,2.049,0.365,0.475
595,210,210,1.268,0.492,1.993,0.336,0.474
596,203,203,1.110,0.530,1.850,0.353,0.448
597,325,325,1.100,0.699,2.457,0.384,0.526
598,207,207,1.100,0.683,2.250,0.376,0.500
599,206,206,0.936,0.728,2.182,0.395,0.486
600,325,325,1.100,0.699,2.457,0.384,0.526
601,208,208,1.265,0.603,2.334,0.355,0.518
602,207,207,1.100,0.683,2.250,0.376,0.500
603,325,325,1.100,0.699,2.457,0.384,0.526
604,327,327,1.262,0.616,2.517,0.363,0.540
605,208,208,1.265,0.603,2.334,0.355,0.518
606,328,328,1.395,0.487,2.588,0.342,0.557
607,208,208,1.265,0.603,2.334,0.355,0.518
608,327,327,1.262,0.616,2.517,0.363,0.540
609,325,325,1.100,0.699,2.457,0.384,0.526
610,206,206,0.936,0.728,2.182,0.395,0.486
611,326,326,0.939,0.749,2.404,0.403,0.514
612,2706,2706,0.629,0.718,2.735,0.452,0.549
613,4,4,0.771,0.572,2.948,0.437,0.588
614,3,3,0.749,0.685,2.769,0.437,0.558
615,2706,2706,0.629,0.718,2.735,0.452,0.549
616,2707,2707,0.505,0.755,2.701,0.467,0.541
617,2648,2648,0.524,0.663,2.899,0.470,0.571
618,2706,2706,0.629,0.718,2.735,0.452,0.549
619,2648,2648,0.524,0.663,2.899,0.470,0.571
620,2647,2647,0.649,0.616,2.924,0.453,0.579
621,2706,2706,0.629,0.718,2.735,0.452,0.549
622,2647,2647,0.649,0.616,2.924,0.453,0.579
623,4,4,0.771,0.572,2.948,0.437,0.588
624,2646,2646,0.660,0.488,3.051,0.454,0.605
625,2647,2647,0.649,0.616,2.924,0.453,0.579
626,2648,2648,0.524,0.663,2.899,0.470,0.571
627,2646,2646,0.660,0.488,3.051,0.454,0.605
628,2648,2648,0.524,0.663,2.899,0.470,0.571
629,2649,2649,0.539,0.550,3.038,0.471,0.596
630,2646,2646,0.660,0.488,3.051,0.454,0.605
631,4,4,0.771,0.572,2.948,0.437,0.588
632,2647,2647,0.649,0.616,2.924,0.453,0.579
633,2646,2646,0.660,0.488,3.051,0.454,0.605
634,2649,2649,0.539,0.550,3.038,0.471,0.596
635,2650,2650,0.545,0.447,3.169,0.471,0.619
636,2646,2646,0.660,0.488,3.051,0.454,0.605
637,2650,2650,0.545,0.447,3.169,0.471,0.619
638,2651,2651,0.659,0.371,3.173,0.454,0.629
639,2646,2646,0.660,0.488,3.051,0.454,0.605
640,2651,2651,0.659,0.371,3.173,0.454,0.629
641,364,364,0.768,0.289,3.176,0.438,0.641
642,2646,2646,0.660,0.488,3.051,0.454,0.605
643,364,364,0.768,0.289,3.176,0.438,0.641
644,363,363,0.776,0.423,3.064,0.438,0.615
645,2646,2646,0.660,0.488,3.051,0.454,0.605
646,363,363,0.776,0.423,3.064,0.438,0.615
647,4,4,0.771,0.572,2.948,0.437,0.588
648,362,362,0.885,0.357,3.070,0.422,0.623
649,363,363,0.776,0.423,3.064,0.438,0.615
650,364,364,0.768,0.289,3.176,0.438,0.641
651,362,362,0.885,0.357,3.070,0.422,0.623
652,364,364,0.768,0.289,3.176,0.438,0.641
653,365,365,0.869,0.204,3.177,0.422,0.653
654,362,362,0.885,0.357,3.070,0.422,0.623
655,4,4,0.771,0.572,2.948,0.437,0.588
656,363,363,0.776,0.423,3.064,0.438,0.615
657,362,362,0.885,0.357,3.070,0.422,0.623
658,5,5,0.883,0.532,2.962,0.422,0.594
659,4,4,0.771,0.572,2.948,0.437,0.588
660,362,362,0.885,0.357,3.070,0.422,0.623
661,144,144,0.997,0.300,3.072,0.406,0.630
662,6,6,0.998,0.491,2.969,0.407,0.599
663,362,362,0.885,0.357,3.070,0.422,0.623
664,6,6,0.998,0.491,2.969,0.407,0.599
665,5,5,0.883,0.532,2.962,0.422,0.594
666,362,362,0.885,0.357,3.070,0.422,0.623
667,365,365,0.869,0.204,3.177,0.422,0.653
668,145,145,0.979,0.080,3.166,0.409,0.668
669,362,362,0.885,0.357,3.070,0.422,0.623
670,145,145,0.979,0.080,3.166,0.409,0.668
671,144,144,0.997,0.300,3.072,0.406,0.630
672,143,143,1.126,0.258,3.071,0.388,0.634
673,6,6,0.998,0.491,2.969,0.407,0.599
674,144,144,0.997,0.300,3.072,0.406,0.630
675,143,143,1.126,0.258,3.071,0.388,0.634
676,144,144,0.997,0.300,3.072,0.406,0.630
677,145,145,0.979,0.080,3.166,0.409,0.668
678,143,143,1.126,0.258,3.071,0.388,0.634
679,83,83,1.130,0.445,2.975,0.389,0.605
680,6,6,0.998,0.491,2.969,0.407,0.599
681,143,143,1.126,0.258,3.071,0.388,0.634
682,145,145,0.979,0.080,3.166,0.409,0.668
683,146,146,1.113,0.054,3.117,0.386,0.664
684,143,143,1.126,0.258,3.071,0.388,0.634
685,146,146,1.113,0.054,3.117,0.386,0.664
686,135,135,1.244,0.034,3.098,0.367,0.664
687,143,143,1.126,0.258,3.071,0.388,0.634
688,135,135,1.244,0.034,3.098,0.367,0.664
689,134,134,1.262,0.224,3.063,0.369,0.636
690,143,143,1.126,0.258,3.071,0.388,0.634
691,134,134,1.262,0.224,3.063,0.369,0.636
692,31,31,1.267,0.392,2.975,0.370,0.610
693,143,143,1.126,0.258,3.071,0.388,0.634
694,31,31,1.267,0.392,2.975,0.370,0.610
695,83,83,1.130,0.445,2.975,0.389,0.605
696,3660,3660,1.095,-0.133,3.109,0.383,0.692
697,146,146,1.113,0.054,3.117,0.386,0.664
698,145,145,0.979,0.080,3.166,0.409,0.668
699,3660,3660,1.095,-0.133,3.109,0.383,0.692
700,145,145,0.979,0.080,3.166,0.409,0.668
701,3661,3661,1.019,-0.114,3.195,0.400,0.688
702,3660,3660,1.095,-0.133,3.109,0.383,0.692
703,135,135,1.244,0.034,3.098,0.367,0.664
704,146,146,1.113,0.054,3.117,0.386,0.664
705,3660,3660,1.095,-0.133,3.109,0.383,0.692
706,1693,1693,1.061,-0.296,3.075,0.381,0.717
707,1652,1652,1.142,-0.338,2.973,0.360,0.729
708,3660,3660,1.095,-0.133,3.109,0.383,0.692
709,1652,1652,1.142,-0.338,2.973,0.360,0.729
710,1651,1651,1.206,-0.150,3.064,0.365,0.693
711,3660,3660,1.095,-0.133,3.109,0.383,0.692
712,1651,1651,1.206,-0.150,3.064,0.365,0.693
713,135,135,1.244,0.034,3.098,0.367,0.664
714,3660,3660,1.095,-0.133,3.109,0.383,0.692
715,3661,3661,1.019,-0.114,3.195,0.400,0.688
716,1694,1694,1.021,-0.273,3.189,0.396,0.711
717,3660,3660,1.095,-0.133,3.109,0.383,0.692
718,1694,1694,1.021,-0.273,3.189,0.396,0.711
719,1693,1693,1.061,-0.296,3.075,0.381,0.717
720,1689,1689,1.002,-0.427,3.041,0.382,0.739
721,1652,1652,1.142,-0.338,2.973,0.360,0.729
722,1693,1693,1.061,-0.296,3.075,0.381,0.717
723,1689,1689,1.002,-0.427,3.041,0.382,0.739
724,1693,1693,1.061,-0.296,3.075,0.381,0.717
725,1694,1694,1.021,-0.273,3.189,0.396,0.711
726,1650,1650,1.358,-0.146,3.033,0.343,0.688
727,1651,1651,1.206,-0.150,3.064,0.365,0.693
728,1652,1652,1.142,-0.338,2.973,0.360,0.729
729,1650,1650,1.358,-0.146,3.033,0.343,0.688
730,1652,1652,1.142,-0.338,2.973,0.360,0.729
731,1653,1653,1.341,-0.288,2.952,0.339,0.713
732,1689,1689,1.002,-0.427,3.041,0.382,0.739
733,1692,1692,1.022,-0.453,2.924,0.368,0.747
734,1652,1652,1.142,-0.338,2.973,0.360,0.729
735,1650,1650,1.358,-0.146,3.033,0.343,0.688
736,135,135,1.244,0.034,3.098,0.367,0.664
737,1651,1651,1.206,-0.150,3.064,0.365,0.693
738,133,133,1.396,0.187,3.041,0.349,0.637
739,134,134,1.262,0.224,3.063,0.369,0.636
740,135,135,1.244,0.034,3.098,0.367,0.664
741,133,133,1.396,0.187,3.041,0.349,0.637
742,135,135,1.244,0.034,3.098,0.367,0.664
743,136,136,1.384,0.021,3.070,0.346,0.662
744,1650,1650,1.358,-0.146,3.033,0.343,0.688
745,136,136,1.384,0.021,3.070,0.346,0.662
746,135,135,1.244,0.034,3.098,0.367,0.664
747,133,133,1.396,0.187,3.041,0.349,0.637
748,31,31,1.267,0.392,2.975,0.370,0.610
749,134,134,1.262,0.224,3.063,0.369,0.636
750,133,133,1.396,0.187,3.041,0.349,0.637
751,32,32,1.400,0.329,2.964,0.350,0.614
752,31,31,1.267,0.392,2.975,0.370,0.610
753,133,133,1.396,0.187,3.041,0.349,0.637
754,33,33,1.540,0.278,2.934,0.330,0.619
755,32,32,1.400,0.329,2.964,0.350,0.614
756,133,133,1.396,0.187,3.041,0.349,0.637
757,136,136,1.384,0.021,3.070,0.346,0.662
758,137,137,1.534,0.014,3.027,0.326,0.659
759,133,133,1.396,0.187,3.041,0.349,0.637
760,137,137,1.534,0.014,3.027,0.326,0.659
761,138,138,1.539,0.158,3.000,0.329,0.638
762,133,133,1.396,0.187,3.041,0.349,0.637
763,138,138,1.539,0.158,3.000,0.329,0.638
764,33,33,1.540,0.278,2.934,0.330,0.619
765,1650,1650,1.358,-0.146,3.033,0.343,0.688
766,137,137,1.534,0.014,3.027,0.326,0.659
767,136,136,1.384,0.021,3.070,0.346,0.662
768,1650,1650,1.358,-0.146,3.033,0.343,0.688
769,1655,1655,1.530,-0.134,2.996,0.320,0.679
770,137,137,1.534,0.014,3.027,0.326,0.659
771,1650,1650,1.358,-0.146,3.033,0.343,0.688
772,1654,1654,1.527,-0.257,2.929,0.312,0.700
773,1655,1655,1.530,-0.134,2.996,0.320,0.679
774,1650,1650,1.358,-0.146,3.033,0.343,0.688
775,1653,1653,1.341,-0.288,2.952,0.339,0.713
776,1654,1654,1.527,-0.257,2.929,0.312,0.700
777,1689,1689,1.002,-0.427,3.041,0.382,0.739
778,1691,1691,0.920,-0.546,2.878,0.370,0.766
779,1692,1692,1.022,-0.453,2.924,0.368,0.747
780,1689,1689,1.002,-0.427,3.041,0.382,0.739
781,1690,1690,0.951,-0.525,2.998,0.385,0.759
782,1691,1691,0.920,-0.546,2.878,0.370,0.766
783,1689,1689,1.002,-0.427,3.041,0.382,0.739
784,1694,1694,1.021,-0.273,3.189,0.396,0.711
785,1695,1695,0.987,-0.413,3.169,0.397,0.732
786,1689,1689,1.002,-0.427,3.041,0.382,0.739
787,1695,1695,0.987,-0.413,3.169,0.397,0.732
788,1696,1696,0.933,-0.569,3.097,0.400,0.753
789,1689,1689,1.002,-0.427,3.041,0.382,0.739
790,1696,1696,0.933,-0.569,3.097,0.400,0.753
791,1690,1690,0.951,-0.525,2.998,0.385,0.759
792,18,18,0.823,-0.559,1.430,0.144,0.154
793,19,19,0.825,-0.652,1.631,0.156,0.179
794,20,20,0.714,-0.670,1.578,0.140,0.180
795,18,18,0.823,-0.559,1.430,0.144,0.154
796,20,20,0.714,-0.670,1.578,0.140,0.180
797,21,21,0.712,-0.567,1.381,0.129,0.154
798,18,18,0.823,-0.559,1.430,0.144,0.154
799,21,21,0.712,-0.567,1.381,0.129,0.154
800,22,22,0.711,-0.424,1.226,0.122,0.128
801,18,18,0.823,-0.559,1.430,0.144,0.154
802,22,22,0.711,-0.424,1.226,0.122,0.128
803,23,23,0.824,-0.422,1.274,0.137,0.128
804,18,18,0.823,-0.559,1.430,0.144,0.154
805,23,23,0.824,-0.422,1.274,0.137,0.128
806,24,24,0.954,-0.417,1.344,0.154,0.129
807,18,18,0.823,-0.559,1.430,0.144,0.154
808,24,24,0.954,-0.417,1.344,0.154,0.129
809,25,25,0.952,-0.544,1.499,0.162,0.153
810,18,18,0.823,-0.559,1.430,0.144,0.154
811,25,25,0.952,-0.544,1.499,0.162,0.153
812,26,26,0.955,-0.622,1.699,0.175,0.177
813,18,18,0.823,-0.559,1.430,0.144,0.154
814,26,26,0.955,-0.622,1.699,0.175,0.177
815,19,19,0.825,-0.652,1.631,0.156,0.179
816,1570,1570,0.835,-0.719,1.849,0.170,0.204
817,20,20,0.714,-0.670,1.578,0.140,0.180
818,19,19,0.825,-0.652,1.631,0.156,0.179
819,1570,1570,0.835,-0.719,1.849,0.170,0.204
820,19,19,0.825,-0.652,1.631,0.156,0.179
821,26,26,0.955,-0.622,1.699,0.175,0.177
822,96,96,1.119,-0.517,1.600,0.186,0.152
823,97,97,1.122,-0.575,1.795,0.199,0.174
824,26,26,0.955,-0.622,1.699,0.175,0.177
825,96,96,1.119,-0.517,1.600,0.186,0.152
826,26,26,0.955,-0.622,1.699,0.175,0.177
827,25,25,0.952,-0.544,1.499,0.162,0.153
828,1565,1565,1.129,-0.610,2.011,0.216,0.196
829,1566,1566,0.967,-0.672,1.918,0.191,0.201
830,26,26,0.955,-0.622,1.699,0.175,0.177
831,1565,1565,1.129,-0.610,2.011,0.216,0.196
832,26,26,0.955,-0.622,1.699,0.175,0.177
833,97,97,1.122,-0.575,1.795,0.199,0.174
834,1570,1570,0.835,-0.719,1.849,0.170,0.204
835,26,26,0.955,-0.622,1.699,0.175,0.177
836,1566,1566,0.967,-0.672,1.918,0.191,0.201
837,96,96,1.119,-0.517,1.600,0.186,0.152
838,25,25,0.952,-0.544,1.499,0.162,0.153
839,24,24,0.954,-0.417,1.344,0.154,0.129
840,96,96,1.119,-0.517,1.600,0.186,0.152
841,24,24,0.954,-0.417,1.344,0.154,0.129
842,98,98,1.115,-0.406,1.452,0.177,0.130
843,96,96,1.119,-0.517,1.600,0.186,0.152
844,98,98,1.115,-0.406,1.452,0.177,0.130
845,99,99,1.276,-0.383,1.605,0.204,0.133
846,96,96,1.119,-0.517,1.600,0.186,0.152
847,99,99,1.276,-0.383,1.605,0.204,0.133
848,100,100,1.285,-0.472,1.742,0.214,0.153
849,96,96,1.119,-0.517,1.600,0.186,0.152
850,100,100,1.285,-0.472,1.742,0.214,0.153
851,101,101,1.290,-0.508,1.929,0.229,0.172
852,96,96,1.119,-0.517,1.600,0.186,0.152
853,101,101,1.290,-0.508,1.929,0.229,0.172
854,97,97,1.122,-0.575,1.795,0.199,0.174
855,1565,1565,1.129,-0.610,2.011,0.216,0.196
856,97,97,1.122,-0.575,1.795,0.199,0.174
857,101,101,1.290,-0.508,1.929,0.229,0.172
858,125,125,1.416,-0.406,1.935,0.246,0.158
859,126,126,1.423,-0.419,2.110,0.263,0.175
860,101,101,1.290,-0.508,1.929,0.229,0.172
861,125,125,1.416,-0.406,1.935,0.246,0.158
862,101,101,1.290,-0.508,1.929,0.229,0.172
863,100,100,1.285,-0.472,1.742,0.214,0.153
864,1558,1558,1.418,-0.419,2.278,0.278,0.193
865,1559,1559,1.290,-0.528,2.130,0.246,0.193
866,101,101,1.290,-0.508,1.929,0.229,0.172
867,1558,1558,1.418,-0.419,2.278,0.278,0.193
868,101,101,1.290,-0.508,1.929,0.229,0.172
869,126,126,1.423,-0.419,2.110,0.263,0.175
870,1565,1565,1.129,-0.610,2.011,0.216,0.196
871,101,101,1.290,-0.508,1.929,0.229,0.172
872,1559,1559,1.290,-0.528,2.130,0.246,0.193
873,125,125,1.416,-0.406,1.935,0.246,0.158
874,100,100,1.285,-0.472,1.742,0.214,0.153
875,99,99,1.276,-0.383,1.605,0.204,0.133
876,125,125,1.416,-0.406,1.935,0.246,0.158
877,99,99,1.276,-0.383,1.605,0.204,0.133
878,127,127,1.405,-0.340,1.806,0.235,0.139
879,125,125,1.416,-0.406,1.935,0.246,0.158
880,127,127,1.405,-0.340,1.806,0.235,0.139
881,128,128,1.469,-0.276,1.972,0.271,0.153
882,125,125,1.416,-0.406,1.935,0.246,0.158
883,128,128,1.469,-0.276,1.972,0.271,0.153
884,129,129,1.500,-0.305,2.105,0.280,0.165
885,125,125,1.416,-0.406,1.935,0.246,0.158
886,129,129,1.500,-0.305,2.105,0.280,0.165
887,130,130,1.507,-0.303,2.264,0.298,0.181
888,125,125,1.416,-0.406,1.935,0.246,0.158
889,130,130,1.507,-0.303,2.264,0.298,0.181
890,126,126,1.423,-0.419,2.110,0.263,0.175
891,1558,1558,1.418,-0.419,2.278,0.278,0.193
892,126,126,1.423,-0.419,2.110,0.263,0.175
893,130,130,1.507,-0.303,2.264,0.298,0.181
894,1558,1558,1.418,-0.419,2.278,0.278,0.193
895,130,130,1.507,-0.303,2.264,0.298,0.181
896,1560,1560,1.500,-0.289,2.396,0.312,0.194
897,1558,1558,1.418,-0.419,2.278,0.278,0.193
898,1560,1560,1.500,-0.289,2.396,0.312,0.194
899,184,184,1.520,-0.279,2.521,0.323,0.208
900,178,178,1.394,-0.428,2.592,0.305,0.230
901,183,183,1.407,-0.418,2.439,0.292,0.211
902,184,184,1.520,-0.279,2.521,0.323,0.208
903,178,178,1.394,-0.428,2.592,0.305,0.230
904,184,184,1.520,-0.279,2.521,0.323,0.208
905,185,185,1.522,-0.340,2.634,0.331,0.224
906,1558,1558,1.418,-0.419,2.278,0.278,0.193
907,184,184,1.520,-0.279,2.521,0.323,0.208
908,183,183,1.407,-0.418,2.439,0.292,0.211
909,178,178,1.394,-0.428,2.592,0.305,0.230
910,182,182,1.282,-0.534,2.332,0.263,0.215
911,183,183,1.407,-0.418,2.439,0.292,0.211
912,1558,1558,1.418,-0.419,2.278,0.278,0.193
913,183,183,1.407,-0.418,2.439,0.292,0.211
914,182,182,1.282,-0.534,2.332,0.263,0.215
915,178,178,1.394,-0.428,2.592,0.305,0.230
916,179,179,1.378,-0.423,2.731,0.316,0.249
917,180,180,1.234,-0.504,2.685,0.292,0.259
918,178,178,1.394,-0.428,2.592,0.305,0.230
919,180,180,1.234,-0.504,2.685,0.292,0.259
920,181,181,1.264,-0.530,2.518,0.278,0.237
921,178,178,1.394,-0.428,2.592,0.305,0.230
922,181,181,1.264,-0.530,2.518,0.278,0.237
923,182,182,1.282,-0.534,2.332,0.263,0.215
924,178,178,1.394,-0.428,2.592,0.305,0.230
925,185,185,1.522,-0.340,2.634,0.331,0.224
926,186,186,1.524,-0.354,2.748,0.340,0.239
927,178,178,1.394,-0.428,2.592,0.305,0.230
928,186,186,1.524,-0.354,2.748,0.340,0.239
929,179,179,1.378,-0.423,2.731,0.316,0.249
930,1664,1664,1.354,-0.378,2.851,0.328,0.266
931,180,180,1.234,-0.504,2.685,0.292,0.259
932,179,179,1.378,-0.423,2.731,0.316,0.249
933,1664,1664,1.354,-0.378,2.851,0.328,0.266
934,179,179,1.378,-0.423,2.731,0.316,0.249
935,186,186,1.524,-0.354,2.748,0.340,0.239
936,1664,1664,1.354,-0.378,2.851,0.328,0.266
937,186,186,1.524,-0.354,2.748,0.340,0.239
938,1666,1666,1.525,-0.328,2.846,0.351,0.249
939,1664,1664,1.354,-0.378,2.851,0.328,0.266
940,1665,1665,1.341,-0.288,2.952,0.340,0.281
941,324,324,1.142,-0.338,2.973,0.318,0.300
942,1664,1664,1.354,-0.378,2.851,0.328,0.266
943,324,324,1.142,-0.338,2.973,0.318,0.300
944,323,323,1.192,-0.443,2.829,0.305,0.279
945,1664,1664,1.354,-0.378,2.851,0.328,0.266
946,323,323,1.192,-0.443,2.829,0.305,0.279
947,180,180,1.234,-0.504,2.685,0.292,0.259
948,1664,1664,1.354,-0.378,2.851,0.328,0.266
949,1666,1666,1.525,-0.328,2.846,0.351,0.249
950,1667,1667,1.527,-0.257,2.929,0.362,0.257
951,1664,1664,1.354,-0.378,2.851,0.328,0.266
952,1667,1667,1.527,-0.257,2.929,0.362,0.257
953,1665,1665,1.341,-0.288,2.952,0.340,0.281
954,321,321,1.054,-0.504,2.787,0.283,0.288
955,323,323,1.192,-0.443,2.829,0.305,0.279
956,324,324,1.142,-0.338,2.973,0.318,0.300
957,321,321,1.054,-0.504,2.787,0.283,0.288
958,324,324,1.142,-0.338,2.973,0.318,0.300
959,322,322,1.022,-0.453,2.924,0.297,0.309
960,321,321,1.054,-0.504,2.787,0.283,0.288
961,180,180,1.234,-0.504,2.685,0.292,0.259
962,323,323,1.192,-0.443,2.829,0.305,0.279
963,321,321,1.054,-0.504,2.787,0.283,0.288
964,322,322,1.022,-0.453,2.924,0.297,0.309
965,310,310,0.920,-0.546,2.878,0.276,0.315
966,321,321,1.054,-0.504,2.787,0.283,0.288
967,310,310,0.920,-0.546,2.878,0.276,0.315
968,309,309,0.929,-0.571,2.742,0.262,0.295
969,321,321,1.054,-0.504,2.787,0.283,0.288
970,309,309,0.929,-0.571,2.742,0.262,0.295
971,198,198,0.947,-0.614,2.569,0.246,0.274
972,321,321,1.054,-0.504,2.787,0.283,0.288
973,198,198,0.947,-0.614,2.569,0.246,0.274
974,197,197,1.089,-0.561,2.626,0.268,0.266
975,321,321,1.054,-0.504,2.787,0.283,0.288
976,197,197,1.089,-0.561,2.626,0.268,0.266
977,180,180,1.234,-0.504,2.685,0.292,0.259
978,305,305,0.805,-0.651,2.714,0.241,0.304
979,309,309,0.929,-0.571,2.742,0.262,0.295
980,310,310,0.920,-0.546,2.878,0.276,0.315
981,305,305,0.805,-0.651,2.714,0.241,0.304
982,310,310,0.920,-0.546,2.878,0.276,0.315
983,306,306,0.802,-0.637,2.820,0.255,0.324
984,305,305,0.805,-0.651,2.714,0.241,0.304
985,198,198,0.947,-0.614,2.569,0.246,0.274
986,309,309,0.929,-0.571,2.742,0.262,0.295
987,305,305,0.805,-0.651,2.714,0.241,0.304
988,306,306,0.802,-0.637,2.820,0.255,0.324
989,307,307,0.670,-0.723,2.849,0.236,0.334
990,305,305,0.805,-0.651,2.714,0.241,0.304
991,307,307,0.670,-0.723,2.849,0.236,0.334
992,308,308,0.685,-0.726,2.691,0.222,0.313
993,305,305,0.805,-0.651,2.714,0.241,0.304
994,308,308,0.685,-0.726,2.691,0.222,0.313
995,228,228,0.699,-0.753,2.500,0.206,0.289
996,305,305,0.805,-0.651,2.714,0.241,0.304
997,228,228,0.699,-0.753,2.500,0.206,0.289
998,227,227,0.818,-0.684,2.531,0.225,0.282
999,305,305,0.805,-0.651,2.714,0.241,0.304
1000,227,227,0.818,-0.684,2.531,0.225,0.282
1001,198,198,0.947,-0.614,2.569,0.246,0.274
1002,4147,4147,0.576,-0.775,2.664,0.205,0.319
1003,308,308,0.685,-0.726,2.691,0.222,0.313
1004,307,307,0.670,-0.723,2.849,0.236,0.334
